GAME_NUM,ATL,BKN,BOS,CHA,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHX,POR,SAC,SAS,TOR,UTA,WAS
43,26.952380952380953,25.523809523809526,26.80952380952381,22.857142857142858,20.523809523809526,23.714285714285715,27.333333333333332,24.38095238095238,22.61904761904762,32.57142857142857,31.523809523809526,25.857142857142858,22.80952380952381,22.904761904761905,23.285714285714285,25.714285714285715,25.142857142857142,25.047619047619047,23.666666666666668,26.19047619047619,23.38095238095238,25.142857142857142,22.61904761904762,26.904761904761905,26.761904761904763,24.142857142857142,22.952380952380953,24.523809523809526,24.80952380952381,24.19047619047619
44,25.857142857142858,24.61904761904762,28.0,24.666666666666668,24.571428571428573,25.428571428571427,27.38095238095238,25.095238095238095,22.952380952380953,29.19047619047619,30.952380952380953,26.238095238095237,24.571428571428573,23.476190476190474,23.571428571428573,22.857142857142858,24.857142857142858,21.80952380952381,24.0,24.761904761904763,25.523809523809526,27.095238095238095,21.19047619047619,25.952380952380953,26.238095238095237,23.476190476190474,22.666666666666668,25.19047619047619,26.61904761904762,24.38095238095238
45,25.761904761904763,25.714285714285715,27.047619047619047,26.19047619047619,22.523809523809526,25.428571428571427,25.952380952380953,25.047619047619047,21.476190476190474,28.19047619047619,32.523809523809526,23.0,23.80952380952381,25.714285714285715,22.61904761904762,24.904761904761905,24.714285714285715,21.714285714285715,23.80952380952381,24.666666666666668,24.047619047619047,24.285714285714285,22.428571428571427,27.238095238095237,26.238095238095237,26.238095238095237,24.476190476190474,25.714285714285715,24.38095238095238,22.523809523809526
46,25.476190476190474,27.38095238095238,26.80952380952381,23.952380952380953,23.952380952380953,25.19047619047619,27.19047619047619,23.428571428571427,22.428571428571427,26.904761904761905,31.19047619047619,23.666666666666668,24.428571428571427,25.571428571428573,22.095238095238095,24.714285714285715,25.238095238095237,23.142857142857142,22.571428571428573,26.142857142857142,23.761904761904763,26.047619047619047,21.61904761904762,23.857142857142858,27.0,23.952380952380953,23.857142857142858,25.285714285714285,22.428571428571427,24.285714285714285
47,24.904761904761905,22.952380952380953,26.095238095238095,25.095238095238095,24.0,26.428571428571427,25.80952380952381,24.952380952380953,22.571428571428573,28.0,30.761904761904763,23.61904761904762,23.476190476190474,27.142857142857142,22.428571428571427,24.476190476190474,24.714285714285715,24.333333333333332,22.61904761904762,24.904761904761905,23.571428571428573,23.142857142857142,22.714285714285715,26.19047619047619,23.952380952380953,23.80952380952381,23.238095238095237,24.80952380952381,24.428571428571427,22.714285714285715
48,25.38095238095238,27.047619047619047,26.142857142857142,22.476190476190474,23.0,26.571428571428573,26.0,21.476190476190474,25.333333333333332,27.047619047619047,27.714285714285715,26.428571428571427,22.333333333333332,25.142857142857142,22.428571428571427,25.0,24.904761904761905,24.61904761904762,21.952380952380953,24.857142857142858,25.523809523809526,22.761904761904763,21.523809523809526,26.0,25.19047619047619,23.80952380952381,24.714285714285715,25.476190476190474,22.666666666666668,23.095238095238095
49,24.666666666666668,25.61904761904762,27.952380952380953,25.095238095238095,22.857142857142858,28.476190476190474,25.80952380952381,25.38095238095238,22.333333333333332,29.38095238095238,28.571428571428573,24.857142857142858,23.047619047619047,25.142857142857142,21.904761904761905,24.238095238095237,24.714285714285715,24.857142857142858,24.761904761904763,26.714285714285715,24.095238095238095,24.428571428571427,22.19047619047619,26.19047619047619,24.761904761904763,25.047619047619047,25.904761904761905,23.761904761904763,26.333333333333332,24.952380952380953
50,25.666666666666668,24.047619047619047,27.285714285714285,25.80952380952381,23.714285714285715,26.714285714285715,27.80952380952381,25.238095238095237,23.142857142857142,29.857142857142858,31.476190476190474,26.095238095238095,22.904761904761905,25.047619047619047,21.571428571428573,25.38095238095238,24.80952380952381,23.904761904761905,22.857142857142858,26.428571428571427,24.571428571428573,26.095238095238095,24.095238095238095,24.047619047619047,25.142857142857142,23.904761904761905,24.047619047619047,24.904761904761905,25.285714285714285,24.80952380952381
51,25.571428571428573,25.666666666666668,28.857142857142858,24.047619047619047,23.428571428571427,26.714285714285715,27.142857142857142,23.571428571428573,23.714285714285715,30.19047619047619,29.571428571428573,24.095238095238095,24.80952380952381,25.476190476190474,22.476190476190474,25.38095238095238,24.38095238095238,25.61904761904762,22.047619047619047,24.428571428571427,25.952380952380953,25.904761904761905,22.38095238095238,25.523809523809526,26.238095238095237,23.952380952380953,24.238095238095237,26.047619047619047,25.428571428571427,23.714285714285715
52,23.523809523809526,24.238095238095237,26.285714285714285,26.047619047619047,22.0,25.61904761904762,28.714285714285715,25.476190476190474,23.38095238095238,29.714285714285715,28.761904761904763,24.142857142857142,24.38095238095238,26.285714285714285,21.0,24.19047619047619,22.952380952380953,23.142857142857142,23.238095238095237,25.19047619047619,25.047619047619047,23.476190476190474,24.333333333333332,25.857142857142858,24.0,25.333333333333332,23.952380952380953,25.19047619047619,22.904761904761905,22.333333333333332
53,25.476190476190474,25.047619047619047,24.761904761904763,26.19047619047619,20.952380952380953,25.666666666666668,25.714285714285715,23.095238095238095,21.523809523809526,28.238095238095237,31.666666666666668,24.857142857142858,26.571428571428573,25.142857142857142,23.523809523809526,24.761904761904763,25.428571428571427,23.333333333333332,20.952380952380953,26.761904761904763,23.285714285714285,26.285714285714285,23.0,26.761904761904763,26.857142857142858,25.142857142857142,23.904761904761905,24.80952380952381,24.238095238095237,22.904761904761905
54,25.0,24.761904761904763,25.857142857142858,25.476190476190474,22.952380952380953,25.19047619047619,28.857142857142858,24.904761904761905,24.761904761904763,27.571428571428573,33.04761904761905,26.047619047619047,25.142857142857142,24.666666666666668,22.857142857142858,25.047619047619047,24.523809523809526,23.428571428571427,22.761904761904763,26.761904761904763,25.19047619047619,24.904761904761905,21.19047619047619,25.285714285714285,26.571428571428573,23.761904761904763,23.142857142857142,25.714285714285715,24.61904761904762,24.857142857142858
55,27.19047619047619,26.61904761904762,27.238095238095237,24.428571428571427,22.095238095238095,25.952380952380953,26.761904761904763,25.0,22.523809523809526,30.19047619047619,30.142857142857142,23.761904761904763,23.428571428571427,27.095238095238095,22.80952380952381,23.095238095238095,24.666666666666668,24.857142857142858,24.238095238095237,26.142857142857142,23.476190476190474,22.476190476190474,22.761904761904763,26.476190476190474,25.047619047619047,23.761904761904763,24.476190476190474,25.095238095238095,23.857142857142858,23.285714285714285
56,25.952380952380953,28.428571428571427,26.666666666666668,25.238095238095237,23.476190476190474,26.38095238095238,28.761904761904763,25.904761904761905,25.095238095238095,29.857142857142858,31.952380952380953,24.761904761904763,26.047619047619047,24.0,21.333333333333332,23.857142857142858,26.142857142857142,24.0,23.38095238095238,25.38095238095238,24.761904761904763,23.571428571428573,22.904761904761905,24.19047619047619,25.571428571428573,22.80952380952381,25.095238095238095,24.80952380952381,23.857142857142858,23.095238095238095
57,24.952380952380953,27.61904761904762,28.285714285714285,23.428571428571427,23.38095238095238,26.19047619047619,27.80952380952381,25.476190476190474,23.61904761904762,28.571428571428573,31.952380952380953,25.38095238095238,24.285714285714285,23.857142857142858,22.571428571428573,25.285714285714285,24.714285714285715,23.761904761904763,23.0,25.714285714285715,26.238095238095237,23.571428571428573,23.857142857142858,24.952380952380953,26.285714285714285,23.476190476190474,24.476190476190474,25.857142857142858,23.0,24.0
